timestamp,filename,maze_size,seed,algorithm,generation_time_ms,ram_peak_mb,file_size_bytes,backtrack_count,edges_processed,union_find_operations
2025-09-16 19:01:41,kruskal_strict_100_2.txt,100,2,kruskal,52.34,21.67,40803,0,19800,80290
2025-09-16 19:01:41,kruskal_strict_100_3.txt,100,3,kruskal,59.65,21.67,40803,0,19800,84693
2025-09-16 19:01:41,kruskal_strict_100_4.txt,100,4,kruskal,51.69,21.67,40803,0,19800,79464
2025-09-16 19:01:41,kruskal_strict_100_5.txt,100,5,kruskal,44.45,21.67,40803,0,19800,85706
2025-09-16 19:01:41,kruskal_strict_100_6.txt,100,6,kruskal,39.63,21.67,40803,0,19800,84068
2025-09-16 19:01:41,kruskal_strict_100_7.txt,100,7,kruskal,41.86,21.67,40803,0,19800,85951
2025-09-16 19:01:42,kruskal_strict_100_8.txt,100,8,kruskal,48.87,21.62,40803,0,19800,80388
2025-09-16 19:01:42,kruskal_strict_100_9.txt,100,9,kruskal,57.9,22.29,40803,0,19800,79421
2025-09-16 19:01:42,kruskal_strict_100_10.txt,100,10,kruskal,41.68,22.33,40803,0,19800,77964
2025-09-16 19:01:42,kruskal_strict_100_11.txt,100,11,kruskal,49.42,22.37,40803,0,19800,79819
2025-09-16 19:01:42,kruskal_strict_100_12.txt,100,12,kruskal,44.91,21.96,40803,0,19800,81212
2025-09-16 19:01:42,kruskal_strict_100_13.txt,100,13,kruskal,38.42,21.97,40803,0,19800,83245
2025-09-16 19:01:42,kruskal_strict_100_14.txt,100,14,kruskal,60.13,22.3,40803,0,19800,82567
2025-09-16 19:01:42,kruskal_strict_100_15.txt,100,15,kruskal,53.31,21.92,40803,0,19800,81417
2025-09-16 19:01:42,kruskal_strict_100_16.txt,100,16,kruskal,41.71,21.92,40803,0,19800,77714
2025-09-16 19:01:42,kruskal_strict_100_17.txt,100,17,kruskal,39.22,21.93,40803,0,19800,79387
2025-09-16 19:01:42,kruskal_strict_100_18.txt,100,18,kruskal,41.49,22.33,40803,0,19800,83388
2025-09-16 19:01:42,kruskal_strict_100_19.txt,100,19,kruskal,42.09,22.34,40803,0,19800,83514
2025-09-16 19:01:42,kruskal_strict_100_20.txt,100,20,kruskal,41.26,22.29,40803,0,19800,82527
2025-09-16 19:01:42,kruskal_strict_100_21.txt,100,21,kruskal,47.51,21.99,40803,0,19800,81640
2025-09-16 19:01:42,kruskal_strict_100_22.txt,100,22,kruskal,48.72,22.05,40803,0,19800,85373
2025-09-16 19:01:42,kruskal_strict_100_23.txt,100,23,kruskal,42.08,22.09,40803,0,19800,82438
2025-09-16 19:01:42,kruskal_strict_100_24.txt,100,24,kruskal,37.51,22.39,40803,0,19800,81835
2025-09-16 19:01:42,kruskal_strict_100_25.txt,100,25,kruskal,42.3,22.43,40803,0,19800,79984
2025-09-16 19:01:42,kruskal_strict_100_26.txt,100,26,kruskal,39.97,22.39,40803,0,19800,79147
2025-09-16 19:01:42,kruskal_strict_100_27.txt,100,27,kruskal,51.91,22.0,40803,0,19800,79251
2025-09-16 19:01:42,kruskal_strict_100_28.txt,100,28,kruskal,53.95,22.38,40803,0,19800,81555
2025-09-16 19:01:43,kruskal_strict_100_29.txt,100,29,kruskal,47.49,22.02,40803,0,19800,84602
2025-09-16 19:01:43,kruskal_strict_100_30.txt,100,30,kruskal,44.1,22.4,40803,0,19800,81987
2025-09-16 19:01:43,kruskal_strict_100_31.txt,100,31,kruskal,43.22,22.39,40803,0,19800,78891
2025-09-16 19:01:43,kruskal_strict_100_32.txt,100,32,kruskal,50.69,22.03,40803,0,19800,81804
2025-09-16 19:01:43,kruskal_strict_100_33.txt,100,33,kruskal,53.09,22.43,40803,0,19800,84064
2025-09-16 19:01:43,kruskal_strict_100_34.txt,100,34,kruskal,42.84,22.39,40803,0,19800,81071
2025-09-16 19:01:43,kruskal_strict_100_35.txt,100,35,kruskal,48.63,22.02,40803,0,19800,82738
2025-09-16 19:01:43,kruskal_strict_100_36.txt,100,36,kruskal,43.26,22.0,40803,0,19800,83367
2025-09-16 19:01:43,kruskal_strict_100_37.txt,100,37,kruskal,45.45,22.42,40803,0,19800,84505
2025-09-16 19:01:43,kruskal_strict_100_38.txt,100,38,kruskal,38.73,22.38,40803,0,19800,79882
2025-09-16 19:01:43,kruskal_strict_100_39.txt,100,39,kruskal,41.57,22.06,40803,0,19800,83071
2025-09-16 19:01:43,kruskal_strict_100_40.txt,100,40,kruskal,48.46,22.07,40803,0,19800,78924
2025-09-16 19:01:43,kruskal_strict_100_41.txt,100,41,kruskal,60.58,22.02,40803,0,19800,81434
2025-09-16 19:01:43,kruskal_strict_100_42.txt,100,42,kruskal,45.15,22.03,40803,0,19800,79238
2025-09-16 19:01:43,kruskal_strict_100_43.txt,100,43,kruskal,39.44,22.41,40803,0,19800,79739
2025-09-16 19:01:43,kruskal_strict_100_44.txt,100,44,kruskal,38.02,22.4,40803,0,19800,82669
2025-09-16 19:01:43,kruskal_strict_100_45.txt,100,45,kruskal,38.85,22.04,40803,0,19800,80887
2025-09-16 19:01:43,kruskal_strict_100_46.txt,100,46,kruskal,42.25,22.41,40803,0,19800,82559
2025-09-16 19:01:43,kruskal_strict_100_47.txt,100,47,kruskal,42.92,22.07,40803,0,19800,81956
2025-09-16 19:01:43,kruskal_strict_100_48.txt,100,48,kruskal,55.04,22.02,40803,0,19800,80528
